Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2022-05-09 17:57:02,false,"Howard County Running","8.00","930","01:05:31","--","--","164","177","8:11","6:02","314","296","1.20","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.9","9","NaN","01:05:29","01:06:56","312","508"
Running,2022-05-08 12:50:00,false,"Howard County Running","11.01","1,284","01:27:35","--","--","170","185","7:57","6:36","393","380","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.2","12","NaN","01:27:32","01:27:56","279","509"
Running,2022-05-06 17:10:40,false,"Columbia Running","2.01","231","00:17:31","--","--","160","170","8:44","7:17","136","107","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.9","3","NaN","00:17:31","00:18:32","390","506"
Running,2022-05-06 16:20:48,false,"Howard County Running","6.23","726","00:46:46","--","--","173","185","7:31","5:24","172","225","1.24","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:41.4","7","NaN","00:46:44","00:47:59","312","510"
Running,2022-05-04 18:44:40,false,"Howard County Running","6.24","729","00:51:18","--","--","171","177","8:13","5:56","202","209","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:02:09.2","7","NaN","00:51:16","00:52:08","318","507"
Running,2022-05-03 18:17:48,false,"Columbia Running","1.24","147","00:11:13","--","--","157","164","9:01","5:30","106","--","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:02:04.5","2","NaN","00:11:13","00:14:53","376","502"
Running,2022-05-03 17:26:13,false,"Howard County Running","6.23","723","00:47:54","--","--","169","178","7:42","5:52","166","221","1.24","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:40.4","7","NaN","00:47:54","00:49:30","312","510"
Running,2022-05-02 17:14:50,false,"Howard County Running","5.00","575","00:45:40","--","--","159","227","9:08","7:14","230","240","1.11","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.6","6","NaN","00:45:36","00:54:20","337","510"
Running,2022-05-01 07:00:21,false,"Frederick Running","13.25","1,558","01:38:57","--","--","170","183","7:28","6:14","243","234","1.27","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:52.6","14","NaN","01:38:54","01:38:57","256","339"
Running,2022-04-29 16:54:43,false,"Howard County Running","7.26","845","01:03:48","--","--","162","188","8:47","7:10","252","204","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:02:14.7","8","NaN","01:03:45","01:04:13","312","511"
Running,2022-04-27 18:27:39,false,"Howard County Running","8.08","941","01:07:48","--","--","163","174","8:23","4:56","311","294","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:38.4","9","NaN","01:07:45","01:08:29","312","508"
Running,2022-04-25 17:13:15,false,"Howard County Running","6.00","697","00:52:38","--","--","160","176","8:46","7:09","301","307","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.6","7","NaN","00:52:36","00:53:06","335","510"
Running,2022-04-22 17:31:43,false,"Howard County Running","12.53","1,456","01:47:30","--","--","162","183","8:35","6:09","403","411","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:04:44.7","13","NaN","01:47:28","01:49:09","279","509"
Running,2022-04-21 16:31:39,false,"Howard County Running","6.01","700","00:51:49","--","--","159","169","8:38","3:51","305","315","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.7","7","NaN","00:51:46","00:52:31","335","508"
Running,2022-04-19 16:20:28,false,"Howard County Running","6.51","757","00:55:53","--","--","161","172","8:35","6:48","205","214","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:04:39.7","7","NaN","00:55:52","00:56:24","312","508"
Running,2022-04-17 14:03:17,false,"Howard County Running","8.00","942","01:09:03","--","--","162","180","8:38","4:36","313","304","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.4","9","NaN","01:09:02","01:10:09","310","518"
Running,2022-04-15 17:11:40,false,"Columbia Running","11.00","1,277","01:35:18","--","--","160","174","8:40","6:44","242","143","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.7","12","NaN","01:35:16","01:35:48","279","505"
Running,2022-04-14 16:58:18,false,"Howard County Running","4.42","515","00:37:53","--","--","158","168","8:34","7:26","260","267","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:03:25.1","5","NaN","00:37:50","00:40:33","371","509"
Running,2022-04-13 17:02:22,false,"Howard County Running","8.00","947","01:08:10","--","--","160","234","8:31","5:52","244","284","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.3","9","NaN","01:08:07","01:09:19","312","511"
Running,2022-04-12 16:18:25,false,"Howard County Running","6.00","696","00:51:51","--","--","161","244","8:38","6:43","274","275","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.5","7","NaN","00:51:51","00:53:36","335","511"
Running,2022-04-10 16:59:58,false,"Howard County Running","8.01","932","01:08:37","--","--","160","218","8:34","7:01","319","301","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:03.8","9","NaN","01:08:35","01:11:10","312","508"
Running,2022-04-08 15:54:11,false,"Howard County Running","13.12","1,535","01:50:27","--","--","163","176","8:25","3:42","338","345","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:01.8","14","NaN","01:50:24","01:51:06","279","509"
Running,2022-04-06 14:30:26,false,"Howard County Running","4.79","558","00:39:19","--","--","162","175","8:12","6:31","267","274","1.21","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:06:35.8","5","NaN","00:39:18","00:39:44","371","508"
Running,2022-04-04 17:12:39,false,"Howard County Running","5.00","578","00:43:03","--","--","157","240","8:36","5:51","193","282","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.0","6","NaN","00:43:00","00:48:52","338","508"
Running,2022-04-02 12:28:49,false,"Howard County Running","11.01","1,286","01:30:17","--","--","164","177","8:12","6:24","362","347","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.9","12","NaN","01:30:15","01:30:39","279","512"
Running,2022-04-01 18:24:56,false,"Howard County Running","5.00","584","00:42:15","--","--","160","233","8:27","6:52","260","246","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.6","6","NaN","00:42:15","00:44:55","335","509"
Running,2022-03-31 12:34:38,false,"Howard County Running","6.22","729","00:50:27","--","--","162","174","8:07","5:40","230","226","1.22","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:42.5","7","NaN","00:50:26","00:51:27","332","512"
Running,2022-03-29 16:39:10,false,"Howard County Running","6.01","699","00:51:49","--","--","160","170","8:37","7:06","268","261","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.5","7","NaN","00:51:48","00:52:36","335","510"
Running,2022-03-28 17:15:57,false,"Howard County Running","6.00","690","00:53:06","--","--","158","168","8:51","6:44","26","87","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.0","7","NaN","00:53:05","00:56:14","418","508"
Running,2022-03-26 08:16:23,false,"Howard County Running","11.00","1,282","01:36:26","--","--","165","227","8:46","6:54","317","312","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.5","12","NaN","01:36:24","01:37:30","279","510"
Running,2022-03-25 18:37:54,false,"Howard County Running","0.93","108","00:07:41.2","--","--","157","163","8:14","7:01","27","108","1.25","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:07:41.2","1","NaN","00:07:41","00:08:12.4","418","508"
Running,2022-03-25 17:59:16,false,"Howard County Running","4.01","463","00:34:26","--","--","161","174","8:35","6:38","267","194","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:03.3","5","NaN","00:34:26","00:37:21","341","511"
Running,2022-03-24 17:14:12,false,"Howard County Running","6.00","702","00:50:30","--","--","160","171","8:25","5:54","305","304","1.20","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.8","7","NaN","00:50:28","00:52:29","335","509"
Running,2022-03-22 15:27:20,false,"Howard County Running","5.70","659","00:48:07","--","--","158","241","8:27","6:11","298","287","1.21","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:06:00.7","6","NaN","00:48:06","00:53:09","335","507"
Running,2022-03-21 16:36:18,false,"Howard County Running","4.87","570","00:42:24","--","--","159","166","8:42","5:27","142","194","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:07:37.3","5","NaN","00:42:22","00:43:24","371","510"
Running,2022-03-18 16:26:07,false,"Howard County Running","13.16","1,546","01:46:07","--","--","165","176","8:04","3:57","336","343","1.21","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:24.0","14","NaN","01:46:02","01:46:50","279","512"
Running,2022-03-17 16:22:38,false,"Howard County Running","4.92","577","00:41:05","--","--","157","168","8:21","4:22","190","266","1.23","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:07:31.1","5","NaN","00:41:01","00:44:02","362","510"
Running,2022-03-15 15:55:42,false,"Howard County Running","6.00","697","00:46:35","--","--","163","185","7:46","6:18","286","294","1.27","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.3","7","NaN","00:46:35","00:48:44","335","510"
Running,2022-03-14 17:17:54,false,"Howard County Running","5.21","610","00:42:22","--","--","157","179","8:08","6:24","277","232","1.26","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:38.0","6","NaN","00:42:05","00:48:53","335","512"
Running,2022-03-13 16:11:48,false,"Howard County Running","11.23","1,316","01:34:21","--","--","163","230","8:24","5:09","236","295","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:56.0","12","NaN","01:34:18","01:35:02","279","506"
Running,2022-03-11 16:40:43,false,"Howard County Running","5.01","581","00:41:43","--","--","163","172","8:20","7:09","289","274","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:03.6","6","NaN","00:41:41","00:44:31","339","512"
Running,2022-03-10 16:57:02,false,"Howard County Running","6.01","693","00:50:02","--","--","158","168","8:19","5:46","235","241","1.22","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:08.3","7","NaN","00:50:01","00:53:09","335","509"
Running,2022-03-08 16:31:49,false,"Howard County Running","6.01","703","00:48:27","--","--","161","172","8:04","6:28","293","300","1.24","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:03.6","7","NaN","00:48:26","00:49:51","335","512"
Running,2022-03-07 14:37:49,false,"Howard County Running","6.01","698","00:47:18","--","--","164","177","7:53","5:18","267","265","1.24","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.8","7","NaN","00:47:16","00:47:53","335","510"
Running,2022-03-06 08:04:32,false,"Howard County Running","13.16","1,539","01:51:32","--","--","165","179","8:28","5:27","354","362","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:30.8","14","NaN","01:51:29","01:51:32","279","512"
Running,2022-03-04 17:17:12,false,"Howard County Running","6.01","697","00:50:53","--","--","161","171","8:28","7:08","295","300","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.7","7","NaN","00:50:51","00:52:32","335","510"
Running,2022-03-03 16:32:49,false,"Howard County Running","6.00","701","00:49:47","--","--","162","171","8:17","6:21","269","258","1.20","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.2","7","NaN","00:49:46","00:50:40","335","511"
Running,2022-03-02 12:11:07,false,"Howard County Running","5.40","632","00:44:35","--","--","164","176","8:15","6:15","277","261","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:03:10.6","6","NaN","00:44:34","00:45:20","335","510"
Running,2022-03-01 17:01:40,false,"Howard County Running","6.00","701","00:49:59","--","--","160","177","8:19","6:43","306","311","1.21","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.8","7","NaN","00:49:59","00:51:17","335","511"
Running,2022-02-28 16:57:50,false,"Howard County Running","6.00","705","00:51:23","--","--","159","170","8:34","3:27","300","306","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.5","7","NaN","00:51:22","00:52:24","335","510"
Running,2022-02-26 07:32:57,false,"Columbia Running","11.16","1,283","01:38:45","--","--","165","177","8:51","1:55","7,152","7,117","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:21.8","12","NaN","01:37:25","01:38:51","279","7,224"
Running,2022-02-25 16:26:17,false,"Howard County Running","5.00","586","00:43:22","--","--","161","168","8:40","4:12","252","262","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.3","6","NaN","00:43:19","00:44:27","365","507"
Running,2022-02-23 13:23:36,false,"Howard County Running","6.01","702","00:49:57","--","--","162","169","8:19","6:25","265","271","1.20","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.9","7","NaN","00:49:56","00:51:19","335","511"
Running,2022-02-22 16:11:47,false,"Howard County Running","6.01","695","00:50:06","--","--","162","177","8:20","5:00","259","266","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.9","7","NaN","00:50:05","00:51:18","335","509"
Running,2022-02-21 16:09:44,false,"Howard County Running","6.01","700","00:50:13","--","--","162","174","8:22","5:44","211","262","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.1","7","NaN","00:50:12","00:52:08","335","509"
Running,2022-02-20 07:32:06,false,"Howard County Running","11.20","1,301","01:39:29","--","--","165","176","8:53","5:27","371","380","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:43.6","12","NaN","01:39:27","01:39:45","279","508"
Running,2022-02-18 16:41:55,false,"Howard County Running","6.00","696","00:53:09","--","--","161","172","8:51","5:29","269","276","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:00.9","7","NaN","00:53:08","00:53:14","335","507"
Running,2022-02-17 12:17:01,false,"Howard County Running","6.00","698","00:51:47","--","--","164","174","8:37","7:21","264","270","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.8","7","NaN","00:51:45","00:52:48","335","509"
Running,2022-02-16 16:36:32,false,"Howard County Running","5.99","698","00:52:37","--","--","162","172","8:47","6:21","277","286","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:08:13.6","6","NaN","00:52:36","00:54:10","335","509"
Running,2022-02-15 16:41:58,false,"Howard County Running","5.98","696","00:51:01","--","--","159","176","8:32","5:38","278","281","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:07:50.4","7","NaN","00:51:01","01:13:44","335","507"
Running,2022-02-13 16:58:41,false,"Columbia Running","2.01","227","00:18:53","--","--","161","173","9:25","7:41","142","101","1.06","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.7","3","NaN","00:18:53","00:19:09","378","506"
Running,2022-02-13 16:30:28,false,"Howard County Running","3.06","353","00:26:05","--","--","163","174","8:32","7:16","107","159","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:30.6","4","NaN","00:26:03","00:27:52","361","509"
Running,2022-02-12 13:07:36,false,"Howard County Running","11.11","1,296","01:30:57","--","--","165","183","8:11","5:56","277","284","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:56.0","12","NaN","01:30:55","01:31:04","279","509"
Running,2022-02-11 16:48:28,false,"Howard County Running","5.00","589","00:42:17","--","--","163","173","8:27","5:03","254","263","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.2","6","NaN","00:42:15","00:43:16","358","508"
Running,2022-02-10 16:51:21,false,"Howard County Running","6.02","705","00:50:11","--","--","161","177","8:20","6:15","301","308","1.20","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:08.7","7","NaN","00:50:10","00:50:55","335","510"
Running,2022-02-08 16:29:16,false,"Columbia Running","6.23","735","00:52:11","--","--","162","171","8:23","5:16","197","224","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:49.2","7","NaN","00:52:10","00:53:00","331","506"
Running,2022-02-06 08:09:33,false,"Howard County Running","11.13","1,295","01:37:17","--","--","165","175","8:45","6:30","331","339","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:10.3","12","NaN","01:37:15","01:37:25","292","509"
Running,2022-02-04 18:59:59,false,"Howard County Running","5.01","582","00:44:21","--","--","162","168","8:51","5:18","230","226","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.3","6","NaN","00:44:20","00:44:21","381","511"
Running,2022-02-03 14:48:00,false,"Howard County Running","6.00","698","00:52:53","--","--","159","166","8:49","7:05","267","272","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.1","7","NaN","00:52:52","00:54:40","335","510"
Running,2022-02-01 16:42:00,false,"Howard County Running","6.01","704","00:52:26","--","--","161","175","8:44","2:30","332","352","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.1","7","NaN","00:52:25","00:53:40","335","518"
Running,2022-01-31 16:36:22,false,"Howard County Running","6.17","720","00:54:44","--","--","162","174","8:52","4:53","314","324","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:36.8","7","NaN","00:54:43","00:55:27","334","515"
Running,2022-01-30 13:02:28,false,"Howard County Running","10.01","1,170","01:24:37","--","--","167","185","8:27","5:27","352","356","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.2","11","NaN","01:24:35","01:25:26","293","509"
Running,2022-01-29 16:01:44,false,"Howard County Running","4.01","466","00:34:36","--","--","165","174","8:38","7:26","243","251","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.5","5","NaN","00:34:35","00:34:36","388","509"
Running,2022-01-28 14:24:29,false,"Howard County Running","6.23","726","00:53:50","--","--","161","178","8:38","4:33","264","259","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:56.7","7","NaN","00:53:48","00:55:15","333","507"
Running,2022-01-27 14:12:52,false,"Howard County Running","5.30","615","00:46:48","--","--","161","174","8:50","5:33","276","281","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:02:31.8","6","NaN","00:46:47","00:47:21","335","519"
Running,2022-01-25 16:26:33,false,"Howard County Running","6.00","700","00:53:09","--","--","160","171","8:51","6:30","266","263","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.1","7","NaN","00:53:07","00:53:46","335","509"
Running,2022-01-24 16:21:17,false,"Howard County Running","6.24","730","00:53:59","--","--","163","174","8:39","5:05","289","299","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:02:06.1","7","NaN","00:53:58","00:54:08","335","511"
Running,2022-01-23 07:50:55,false,"Howard County Running","10.00","1,160","01:29:16","--","--","165","195","8:55","7:47","320","317","1.09","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.5","11","NaN","01:29:15","01:30:51","294","511"
Running,2022-01-21 16:16:59,false,"Howard County Running","5.03","584","00:44:20","--","--","163","181","8:49","6:38","297","249","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:14.8","6","NaN","00:44:18","00:46:07","335","512"
Running,2022-01-20 16:09:04,false,"Howard County Running","6.01","699","00:53:22","--","--","163","174","8:53","6:50","315","296","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:04.2","7","NaN","00:53:21","00:54:15","335","511"
Running,2022-01-18 16:19:03,false,"Howard County Running","5.95","661","00:57:09","--","--","154","172","9:36","6:21","385","389","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:08:00.1","6","NaN","00:57:07","01:01:38","335","511"
Running,2022-01-17 16:16:04,false,"Howard County Running","3.00","348","00:26:31","--","--","163","175","8:50","7:21","57","43","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.7","4","NaN","00:26:30","00:26:31","377","420"
Running,2022-01-16 13:45:13,false,"Howard County Running","4.00","455","00:36:21","--","--","162","184","9:05","6:58","216","198","1.09","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.6","5","NaN","00:36:20","00:39:58","381","510"
Running,2022-01-15 08:09:25,false,"Howard County Running","10.01","1,140","01:25:49","--","--","167","240","8:35","2:42","1,577","1,581","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.6","11","NaN","01:25:45","01:30:54","293","1,652"
Running,2022-01-14 16:22:16,false,"Howard County Running","4.00","468","00:33:52","--","--","162","176","8:27","7:09","247","254","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.7","5","NaN","00:33:50","00:34:26","390","510"
Running,2022-01-13 16:10:21,false,"Howard County Running","6.14","717","00:51:49","--","--","160","172","8:27","5:43","260","255","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:11.1","7","NaN","00:51:48","00:52:00","334","511"
Running,2022-01-12 14:29:10,false,"Howard County Running","4.30","496","00:36:28","--","--","161","239","8:29","5:50","202","196","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:02:29.0","5","NaN","00:36:26","00:37:14","380","508"
Running,2022-01-11 16:10:34,false,"Howard County Running","6.10","714","00:52:00","--","--","160","170","8:31","4:36","257","256","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:56.2","7","NaN","00:51:58","00:52:37","335","512"
Running,2022-01-10 16:07:58,false,"Howard County Running","6.00","702","00:52:33","--","--","162","170","8:45","5:58","257","254","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.4","7","NaN","00:52:31","00:54:30","335","508"
Running,2022-01-09 07:30:09,false,"Howard County Running","10.00","1,176","01:28:03","--","--","164","177","8:48","2:17","345","349","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.5","11","NaN","01:28:01","01:28:03","292","517"
Running,2022-01-07 14:25:48,false,"Howard County Running","4.01","471","00:34:05","--","--","162","170","8:30","1:46","85","105","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:04.5","5","NaN","00:34:04","00:36:47","375","427"
Running,2022-01-06 14:14:00,false,"Howard County Running","6.01","705","00:49:54","--","--","163","175","8:18","5:04","264","250","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:03.1","7","NaN","00:49:52","00:50:32","335","512"
Running,2022-01-05 13:59:46,false,"Howard County Running","6.00","705","00:51:35","--","--","162","172","8:36","5:35","310","318","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.0","7","NaN","00:51:32","00:53:55","335","511"
Running,2022-01-04 14:20:17,false,"Howard County Running","6.22","731","00:52:59","--","--","162","173","8:31","6:35","221","293","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:49.3","7","NaN","00:52:58","00:57:03","333","510"
Running,2022-01-02 08:22:56,false,"Howard County Running","11.00","1,291","01:32:57","--","--","168","181","8:27","4:37","317","307","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.5","12","NaN","01:32:55","01:33:38","279","510"
Running,2021-12-31 16:00:53,false,"Howard County Running","6.23","726","00:51:05","--","--","163","170","8:12","0:28","241","249","1.20","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:49.6","7","NaN","00:51:04","00:51:17","331","511"
Running,2021-12-30 12:35:15,false,"Columbia Running","6.14","715","00:51:43","--","--","167","177","8:26","3:45","262","346","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:07.8","7","NaN","00:51:41","00:52:11","335","516"
Running,2021-12-29 08:08:35,false,"Howard County Running","5.00","583","00:44:01","--","--","163","172","8:48","6:36","163","196","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.5","6","NaN","00:44:00","00:44:01","383","511"
Running,2021-12-28 07:38:40,false,"Howard County Running","5.00","584","00:44:08","--","--","164","172","8:49","7:22","274","268","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.0","6","NaN","00:44:08","00:44:13","381","510"
Running,2021-12-26 07:33:58,false,"Howard County Running","11.00","1,284","01:38:41","--","--","167","180","8:58","5:41","358","340","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.9","12","NaN","01:38:39","01:39:43","279","509"
Running,2021-12-24 07:36:27,false,"Howard County Running","6.01","696","00:52:59","--","--","163","175","8:49","7:25","234","199","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:03.6","7","NaN","00:52:57","00:52:59","381","510"
Running,2021-12-22 14:33:48,false,"Howard County Running","5.02","578","00:44:07","--","--","162","169","8:47","7:08","191","214","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:09.2","6","NaN","00:44:05","00:44:07","381","507"
Running,2021-12-20 17:34:45,false,"Howard County Running","5.01","591","00:44:57","--","--","163","170","8:59","6:39","275","270","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:04.3","6","NaN","00:44:55","00:46:58","381","511"
